"Maquinaria","Hardware","Software","CapacitacionP","EstudioMer","Ventas_anuales2014"
"Si","No","No","No","No",119044.0
"Si","No","No","No","No",451684.0
"No","No","No","No","No",490333.0
"No","No","No","No","No",377138.0
"No","No","No","No","No",487133.0
"Si","Si","Si","Si","No",59838.0
"Si","Si","Si","No","No",100000.0
"No","No","No","No","No",293221.0
"No","No","No","No","No",80000.0
"Si","No","No","Si","No",150000.0
"Si","No","No","Si","No",2182259.0
"Si","Si","Si","Si","No",388789.0
"No","No","No","No","No",500000.0
"No","No","No","No","No",264165.0
"Si","No","No","No","No",200000.0
"No","No","No","No","No",791000.0
"Si","No","No","No","No",3482072.0
"No","No","No","No","No",138600.0
"No","No","No","No","No",280000.0
"No","No","No","No","No",110000.0
"Si","No","No","Si","No",946175.0
"No","No","No","No","No",149839.0
"No","No","Si","No","No",291230.0
"No","No","No","No","No",264000.0
"No","No","No","No","No",1836216.0
"No","No","No","No","No",24000.0
"No","No","No","No","No",364040.0
"No","Si","Si","Si","No",365000.0
"Si","No","No","No","No",454410.0
"Si","No","No","No","No",126189.0
"Si","No","No","No","No",329174.0
"Si","No","No","No","No",450000.0
"Si","No","No","No","No",386617.0
"Si","No","No","No","No",476182.0
"No","No","No","No","No",757000.0
"No","No","No","No","No",410719.0
"No","No","No","No","No",335798.0
"No","No","No","No","No",371399.0
"No","No","No","No","No",190000.0
"No","No","No","No","No",5369026.0
"No","No","No","No","No",603231.0
"No","No","No","No","No",373507.0
"No","No","No","No","No",96000.0
"No","No","No","No","No",330000.0
"No","No","No","No","No",67195.0
"No","No","No","No","No",2059397.0
"Si","No","No","No","No",150000.0
"Si","No","No","Si","No",1601407.0
"No","No","No","Si","No",167374.0
"Si","No","Si","No","No",1330200.0
"Si","No","No","Si","No",20000.0
"No","No","No","No","No",348722.0
"No","No","No","No","No",442558.0
"No","No","No","No","No",230037.0
"No","No","No","No","No",1040895.0
"No","No","No","No","No",5530725.0
"No","No","No","No","No",935527.0
"No","No","No","No","No",600000.0
"No","No","No","No","No",228375.0
"No","No","No","No","No",8034588.0
"Si","No","No","No","No",6000.0
"No","No","No","No","No",18000.0
"No","No","No","No","No",6294214.0
"No","No","No","No","No",879828.0
"No","No","No","No","No",2.145E7
"No","No","No","No","No",231211.0
"No","No","No","No","No",63828.0
"Si","No","No","No","No",392476.0
"Si","Si","Si","Si","No",669861.0
"No","No","No","No","No",2520000.0
"No","No","No","No","No",525000.0
"No","No","No","No","No",1000000.0
"No","No","No","No","No",4177996.0
"No","No","No","No","No",115000.0
"No","No","Si","No","No",1083606.0
"Si","No","Si","No","No",323290.0
"No","No","No","No","No",70000.0
"No","No","No","No","No",87488.0
"No","No","No","No","No",3600000.0
"No","No","No","No","No",308600.0
"No","No","No","No","No",185000.0
"No","No","No","No","No",280000.0
"No","No","No","No","No",479798.0
"Si","Si","Si","Si","No",240000.0
"No","No","No","No","No",180000.0
"Si","No","Si","Si","No",120000.0
"No","No","No","No","No",100000.0
"No","No","No","No","No",560000.0
"Si","No","Si","No","No",201470.0
"No","No","No","No","No",720000.0
"No","Si","Si","No","No",80000.0
"Si","Si","Si","No","No",2038478.0
"Si","No","No","No","No",45000.0
"No","No","No","No","No",60000.0
"No","No","No","No","No",124800.0
"No","No","No","No","No",15000.0
"No","No","No","No","No",170000.0
"No","No","No","No","No",35000.0
"No","No","No","No","No",6500.0
"No","No","No","No","No",100000.0
"No","No","No","No","No",785678.0
"No","No","No","No","No",524490.0
"No","No","Si","No","No",1889947.0
"Si","No","Si","No","No",32400.0
"No","No","No","No","No",141388.0
"No","No","No","No","No",167205.0
"Si","No","No","No","No",181079.0
"Si","Si","No","No","No",230000.0
"No","Si","No","Si","No",252000.0
"No","No","No","No","No",400321.0
"No","No","No","No","No",80000.0
"No","No","No","No","No",529668.0
"Si","No","Si","No","No",507544.0
"No","No","No","No","No",510993.0
"Si","Si","Si","Si","No",150000.0
"No","No","No","No","No",80299.0
"No","No","No","No","No",135646.0
"Si","No","No","Si","Si",90000.0
"No","No","No","No","No",140000.0
"No","No","No","No","No",30000.0
"No","No","No","No","No",1489982.0
"No","No","No","No","No",26000.0
"Si","No","No","No","No",116117.0
"No","No","No","No","No",338821.0
"Si","No","No","No","No",146000.0
"Si","No","No","No","No",7335091.0
"No","No","No","No","No",880600.0
"Si","No","No","No","No",100000.0
"No","No","No","Si","No",100000.0
"Si","No","Si","No","No",55000.0
"No","No","Si","No","No",367687.0
"Si","Si","Si","Si","Si",180000.0
"Si","No","No","No","No",680875.0
"No","No","No","No","No",30000.0
"Si","No","No","No","No",643754.0
"No","No","No","No","No",487513.0
"No","No","No","No","No",1198582.0
"No","No","No","No","No",31241.0
"No","No","No","No","No",49402.0
"Si","No","No","No","No",460215.0
"Si","No","No","No","No",159508.0
"Si","Si","Si","Si","No",450000.0
"No","No","No","No","No",40000.0
"Si","No","No","No","No",800000.0
"Si","No","No","No","No",700000.0
"No","No","No","No","No",3271036.0
"No","No","No","No","No",145879.0
"No","No","No","No","No",1384295.0
"No","No","Si","Si","No",90000.0
"Si","Si","Si","Si","Si",70000.0
"No","No","Si","No","No",40000.0
"No","No","No","No","No",719648.0
"No","No","No","No","No",184942.0
"Si","No","No","Si","No",5141210.0
"No","No","No","No","No",210977.0
"No","No","No","No","No",1522361.0
"No","No","No","No","No",330314.0
"Si","Si","Si","Si","No",3757189.0
"No","No","No","No","No",371921.0
"No","No","No","No","No",72000.0
"Si","No","No","Si","No",400000.0
"No","No","No","No","No",950000.0
"Si","Si","Si","Si","No",907711.0
"No","No","No","No","No",275762.0
"No","No","No","No","No",240000.0
"Si","Si","No","No","No",7954328.0
"No","No","No","No","No",6055161.0
"No","No","No","No","No",2106542.0
"No","No","No","No","No",472299.0
"Si","No","No","No","No",2000000.0
"No","No","No","No","No",1381379.0
"No","No","No","No","No",120111.0
"No","No","No","No","No",900000.0
"No","No","Si","No","No",5722868.0
"No","No","No","No","No",142582.0
"No","No","No","No","No",1.07E7
"No","No","No","No","No",4.65675052E8
"No","No","No","No","No",977475.0
"Si","No","No","No","No",2773521.0
"No","No","No","No","No",127812.0
"Si","No","No","Si","No",4381327.0
"No","No","No","No","No",971822.0
"No","No","No","No","No",1616242.0
"No","Si","Si","No","No",798014.0
"Si","Si","Si","No","No",600000.0
"No","No","No","No","No",1596073.0
"No","No","No","No","No",900000.0
"No","No","No","No","No",575825.0
"No","No","No","No","No",358007.0
"No","No","No","No","No",1.39134567E8
"Si","Si","No","No","No",2808268.0
"No","No","No","No","No",46866.0
"No","No","Si","No","No",1087215.0
"No","No","No","No","No",7.6E7
"No","No","No","Si","Si",3.2632652E7
"No","No","No","No","No",1832539.0
"Si","Si","Si","No","No",2800000.0
"Si","No","Si","No","No",1005781.0
"Si","No","No","No","No",17990.0
"No","No","No","No","No",1200724.0
"No","No","No","No","No",1242896.0
"No","No","No","No","No",1300000.0
"No","No","No","No","No",5100000.0
"No","No","No","No","No",1976468.0
"No","No","No","No","No",2.1618571E7
"No","No","No","No","No",364232.0
"No","No","No","No","No",4700680.0
"Si","No","No","No","No",1300000.0
"Si","No","No","No","No",957386.0
"No","No","No","No","No",9209000.0
"No","No","No","Si","No",9600000.0
"No","No","No","No","No",170321.0
"Si","Si","Si","Si","No",2.8628042E7
"No","No","No","No","No",218000.0
"No","No","No","No","No",926689.0
"Si","No","No","No","No",65960.0
"No","No","No","No","No",2.8206572E7
"No","No","No","No","No",857056.0
"No","No","No","No","No",2.1E7
"Si","No","Si","No","No",400000.0
"No","No","No","No","No",3860741.0
"Si","Si","No","No","No",1715877.0
"Si","No","No","No","No",598987.0
"No","No","No","No","No",1.42375547E8
"Si","No","No","No","No",3200000.0
"No","No","No","No","No",120000.0
"Si","Si","No","No","No",8839472.0
"No","No","No","No","No",1.6645553E7
"No","No","No","No","No",341507.0
"Si","No","Si","No","No",2010000.0
"Si","No","No","Si","No",7000000.0
"No","No","No","No","No",1870406.0
"Si","Si","Si","No","No",1208347.0
"No","No","No","No","No",1500000.0
"No","No","No","No","No",2621782.0
"Si","Si","Si","No","No",1122173.0
"No","No","No","No","No",1000000.0
"No","No","No","No","No",510000.0
"No","No","No","No","No",780000.0
"Si","No","No","No","No",6.32401042E8
"No","No","No","No","No",353944.0
"Si","Si","Si","Si","No",1.2E7
"No","No","No","No","No",20000.0
"No","No","No","No","No",422097.0
"No","No","No","No","No",520598.0
"No","No","No","No","No",870107.0
"Si","No","No","Si","Si",1.0826109E7
"Si","No","Si","No","No",284833.0
"No","No","No","No","No",3678281.0
"Si","No","No","Si","No",299465.0
"Si","Si","Si","Si","No",654896.0
"No","No","No","No","No",391989.0
"Si","Si","Si","Si","No",520171.0
"No","No","No","No","No",1.2786495E7
"Si","No","No","Si","No",2424087.0
"Si","No","No","No","No",822330.0
"No","No","No","Si","No",2.0E7
"Si","Si","Si","Si","No",2.0297851E7
"No","No","No","No","No",5.3162E7
"No","No","No","No","No",853135.0
"Si","No","No","Si","No",1767677.0
"Si","No","No","No","No",900000.0
"Si","No","No","No","No",4035643.0
"No","No","No","No","No",318665.0
"Si","No","Si","Si","No",2386986.0
"No","No","No","No","No",1.1146676E7
"Si","No","No","No","No",37141.0
"No","No","No","No","No",8877250.0
"Si","No","No","No","No",1384395.0
"No","No","No","No","No",4.37277365E8
"No","No","No","No","No",3846278.0
"No","No","No","No","No",2000000.0
"No","No","No","No","No",5186873.0
"No","No","No","No","No",2076106.0
"Si","No","No","No","No",382662.0
"Si","No","Si","No","No",986520.0
"No","No","No","No","No",348269.0
"No","No","No","No","No",210236.0
"Si","No","No","No","No",2292209.0
"No","No","No","No","No",225772.0
"No","No","No","Si","No",1.9119174E7
"No","No","Si","Si","No",180000.0
"Si","No","No","Si","No",197536.0
"No","No","No","No","No",4266220.0
"Si","No","No","No","No",4509535.0
"No","No","No","No","No",1.3444174E7
"Si","Si","Si","Si","No",2500000.0
"No","No","No","No","No",1.4386808E7
"No","No","No","No","No",500000.0
"Si","No","No","Si","No",512125.0
"No","No","No","No","No",3386045.0
"No","No","No","No","No",126000.0
"No","No","No","No","No",153276.0
"No","No","No","No","No",15000.0
"No","No","No","No","No",845407.0
"No","No","No","No","No",7.790925E7
"Si","No","No","Si","No",360532.0
"Si","Si","Si","Si","Si",1100000.0
"Si","Si","Si","No","No",2399865.0
"No","No","No","No","No",658918.0
"Si","No","No","Si","No",2024427.0
"No","No","No","No","No",8436140.0
"No","No","No","No","No",6016138.0
"Si","No","No","Si","No",7761796.0
"No","No","No","No","No",3332239.0
"Si","Si","Si","No","No",3.6898844E7
"No","No","No","No","No",587986.0
"No","No","Si","Si","No",30000.0
"No","No","No","No","No",1.1375E7
"No","No","No","No","No",20875.0
"No","No","No","No","No",2300000.0
"No","No","No","No","No",1.2337555E7
"No","Si","Si","Si","Si",200000.0
"No","No","No","No","No",183736.0
"Si","Si","Si","Si","Si",1.3E8
"No","No","No","No","No",2000000.0
"No","No","No","No","No",1000000.0
"No","No","Si","No","No",297725.0
"No","No","No","No","No",940176.0
"No","No","No","No","No",4326.0
"No","No","No","No","No",7233174.0
"No","No","No","No","No",5270.0
"No","No","No","No","Si",540365.0
"No","No","No","No","No",9199957.0
"No","No","No","No","No",4961635.0
"No","No","No","No","No",7.4048E7
"No","No","Si","No","No",1410490.0
"No","No","No","No","No",310218.0
"No","No","No","No","No",1355539.0
"No","No","No","No","No",180585.0
"No","No","No","No","No",245851.0
"No","No","No","No","No",603704.0
"No","No","No","No","No",7.2850912E7
"Si","No","No","No","No",212164.0
"No","No","No","No","No",78000.0
"No","No","No","No","No",400000.0
"No","No","No","No","No",2558080.0
"No","No","No","No","No",2040.0
"No","No","No","No","No",1.177E7
"Si","No","No","No","No",185034.0
"No","No","Si","No","No",4700000.0
"No","No","No","No","No",3969557.0
"No","No","No","No","No",1631932.0
"No","No","No","No","No",2836356.0
"No","No","No","No","No",1205922.0
"Si","No","Si","No","No",1400000.0
"No","No","No","No","No",5600000.0
"No","No","No","No","No",2.4244761E7
"No","No","No","No","No",50000.0
"No","No","No","No","No",4788613.0
"No","No","No","No","No",92500.0
"No","No","No","No","No",383486.0
"No","No","No","Si","No",1.6875898E7
"Si","Si","No","No","No",267281.0
"No","No","No","No","No",380000.0
"No","No","No","No","No",278913.0
"No","No","No","No","No",4531004.0
"No","No","No","No","No",1.952939E7
"No","No","No","No","No",204186.0
"Si","Si","Si","Si","No",1166510.0
"Si","Si","Si","Si","No",36000.0
"No","No","No","No","No",6900000.0
"No","Si","No","Si","No",1200000.0
"No","No","No","No","No",2221853.0
"Si","Si","Si","Si","No",6052559.0
"Si","Si","Si","Si","No",214000.0
"No","No","No","No","No",8148559.0
"No","No","No","No","No",800000.0
"Si","Si","No","No","No",2.1441617E7
"No","No","No","No","No",4.0E7
"No","No","No","No","No",4.8199675E7
"No","No","No","No","No",6274538.0
"No","No","No","No","No",560542.0
"No","No","No","No","No",6.628E7
"Si","Si","No","Si","No",8473805.0
"No","No","No","No","No",829889.0
"No","No","No","No","No",137921.0
"No","No","No","No","No",1182541.0
"No","No","No","No","No",3.177196E7
"No","No","No","No","No",3624310.0
"Si","No","No","Si","No",1064087.0
"No","Si","Si","Si","No",450000.0
"No","No","No","Si","No",1159730.0
"Si","No","No","No","No",421822.0
"Si","No","No","No","No",250000.0
"No","No","No","No","No",59417.0
"No","No","No","No","No",2073203.0
"Si","No","Si","No","No",2.3E7
"No","No","No","No","No",210675.0
"Si","Si","Si","Si","Si",2800000.0
"Si","Si","Si","No","No",789852.0
"No","No","No","No","No",6165852.0
"No","No","No","No","No",4686509.0
"No","Si","No","No","No",4000000.0
"Si","No","Si","Si","No",700000.0
"Si","No","No","No","No",114000.0
"No","No","No","No","No",4.4299313E7
"No","No","No","Si","No",500000.0
"Si","Si","Si","Si","No",3.3E7
"No","No","No","No","No",959075.0
"No","No","No","No","No",2.4063597E7
"No","No","No","No","No",2062908.0
"No","No","No","No","No",332942.0
"No","No","No","No","No",8730232.0
"No","No","No","No","No",170624.0
"No","No","No","No","No",807128.0
"No","No","Si","Si","No",7695420.0
"Si","Si","Si","Si","No",282788.0
"No","No","No","No","No",1.4191104E7
"No","No","No","No","No",627094.0
"Si","No","No","No","No",100000.0
"Si","Si","Si","Si","Si",300000.0
"No","No","No","No","No",323000.0
"No","No","No","No","No",20000.0
"No","No","No","No","No",508255.0
"No","No","No","No","No",1906808.0
"No","No","No","No","No",44237.0
"Si","No","Si","No","No",1300000.0
"No","No","No","No","No",4028668.0
"No","Si","No","Si","No",600000.0
"No","No","No","No","No",60000.0
"Si","No","Si","No","No",283676.0
"No","No","No","No","No",1315069.0
"No","No","No","No","No",2169586.0
"No","No","No","No","No",444725.0
"No","No","No","No","No",4528530.0
"No","No","No","No","No",2.9908437E7
"No","No","No","No","No",9746636.0
"No","No","No","No","No",389524.0
"No","No","No","No","No",1122796.0
"No","No","No","No","No",600000.0
"No","No","No","No","No",6119942.0
"No","No","No","No","No",49500.0
"No","No","No","No","No",1018043.0
"No","Si","No","No","No",996460.0
"No","No","No","No","No",1717125.0
"No","No","No","No","No",577708.0
"No","No","No","No","No",15000.0
"No","No","No","No","No",2232431.0
"No","No","No","No","No",1750000.0
"Si","No","Si","Si","Si",12349.0
"Si","No","Si","Si","No",1608695.0
"No","No","No","No","No",727647.0
"No","No","No","No","No",40000.0
"No","No","No","No","No",900000.0
"No","No","No","No","No",45000.0
"No","No","No","No","No",429333.0
"No","No","No","No","No",4988147.0
"No","No","No","No","No",1044788.0
"Si","No","No","No","No",13056.0
"No","No","No","No","No",1.2838987E7
"Si","No","No","Si","No",300000.0
"Si","Si","Si","No","No",511641.0
"No","No","No","No","No",120000.0
"No","No","No","No","No",1.4E7
"No","No","No","No","No",40123.0
"No","No","No","No","No",3472313.0
"Si","Si","No","No","No",3694517.0
"Si","Si","Si","Si","No",1400000.0
"Si","Si","Si","Si","Si",7.14700402E8
"Si","Si","No","No","No",399616.0
"No","No","No","No","No",1.1172861E7
"No","No","No","No","No",5860869.0
"No","No","No","No","No",5500000.0
"No","No","No","No","No",61288.0
"Si","No","No","No","No",247374.0
"No","No","No","No","No",9.14179993E8
"No","No","No","No","No",96640.0
"Si","Si","No","No","No",569000.0
"Si","No","No","Si","No",4.1154578E7
"No","No","No","No","No",1.6E7
"Si","No","No","Si","Si",362000.0
"Si","Si","Si","No","No",80000.0
"Si","No","No","Si","No",87000.0
"Si","Si","No","No","No",1049184.0
"Si","No","No","Si","No",1644734.0
"No","No","No","No","No",266118.0
"Si","No","No","No","No",150824.0
"No","No","No","No","No",4433610.0
"No","No","No","No","No",18000.0
"Si","Si","No","No","No",475643.0
"Si","No","No","No","No",7700000.0
"No","No","No","No","No",578548.0
